event,year,game,is_Bonus,is_TASBot,has_Incentive,has_Goal,developer,publisher,initial_release_year,initial_consoles,initial_consoles_clean,initial_generation,metascore,user_score,was_on_PC
SGDQ,2019,Half-Minute Hero,0,0,1,1,Opus,Marvelous Entertainment,2009,PlayStation Portable,PSP,6,79,8.2,0
SGDQ,2019,Timespinner,0,0,0,0,Lunar Ray Games,Chucklefish,2018,"Windows, macOS, Linux",PC,Various,78,7.5,1
SGDQ,2019,Castlevania,0,0,0,0,Konami,Konami,1986,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2019,Bloodstained: Curse of the Moon,0,0,0,0,Inti Creates,Inti Creates,2018,"Nintendo Switch, PlayStation 4, Windows","Switch, PS4, PC",8,80,8.1,1
SGDQ,2019,Castlevania: Symphony of the Night,0,0,1,1,Konami,Konami,1997,PlayStation,PlayStation,5,93,8.7,0
SGDQ,2019,Castlevania: Portrait of Ruin,0,0,1,0,Konami,Konami,2006,Nintendo DS,Nintendo DS,6,82,8.4,0
SGDQ,2019,Prey,0,0,1,1,Arkane Studios,Bethesda Softworks,2017,"PlayStation 4, Windows, Xbox One","PS4, PC, Xbox One",8,82,7.6,1
SGDQ,2019,Titanfall 2,0,0,1,0,Respawn Entertainment,Electronic Arts,2016,"PlayStation 4, Windows, Xbox One","PS4, PC, Xbox One",8,89,8.5,1
SGDQ,2019,Perfect Dark,1,0,1,1,Rare,Nintendo,2000,Nintendo 64,N64,5,97,8.9,0
SGDQ,2019,Borderlands 2,0,0,1,1,Gearbox Software,2K Games,2012,"PlayStation 3, Windows, Xbox 360","PS3, PC, Xbox 360",7,89,8.4,1
SGDQ,2019,Metroid Prime,0,0,1,1,Retro Studios,Nintendo,2002,GameCube,GameCube,6,97,9.3,0
SGDQ,2019,Metroid Prime 2: Echoes,0,0,0,0,Retro Studios,Nintendo,2004,GameCube,GameCube,6,92,9,0
SGDQ,2019,Uncharted: Drake's Fortune,0,0,1,0,Naughty Dog,Sony Computer Entertainment,2007,PlayStation 3,PS3,7,88,8.4,0
SGDQ,2019,Chasm: The Rift,0,0,1,1,Action Forms,GT Interactive,1997,DOS,PC,Various,N/A,N/A,1
SGDQ,2019,Monster Boy and the Cursed Kingdom,0,0,0,0,Game Atelier,FDG Entertainment,2018,"Nintendo Switch, PlayStation 4, Windows","Switch, PS4, PC",8,86,8.5,1
SGDQ,2019,The Textorcist,0,0,1,1,Morbidware,Headup,2019,Windows,PC,Various,78,7.5,1
SGDQ,2019,Skylar & Plux: Adventure On Clover Island,0,0,0,0,Right Nice Games,Grip Digital,2017,"PlayStation 4, Windows, Xbox One","PS4, PC, Xbox One",8,64,6.5,1
SGDQ,2019,Slipstream,0,0,0,0,ansdor,ansdor,2018,Windows,PC,Various,N/A,N/A,1
SGDQ,2019,Split/Second,0,0,0,0,Black Rock Studio,Disney Interactive Studios,2010,"PlayStation 3, Windows, Xbox 360","PS3, PC, Xbox 360",7,84,7.9,1
SGDQ,2019,Kirby Air Ride,0,0,1,0,HAL Laboratory,Nintendo,2003,GameCube,GameCube,6,61,8.3,0
SGDQ,2019,Kirby 64: The Crystal Shards,0,0,1,0,HAL Laboratory,Nintendo,2000,Nintendo 64,N64,5,77,8.6,0
SGDQ,2019,Ape Escape,0,0,0,0,Japan Studio,Sony Computer Entertainment,1999,PlayStation,PlayStation,5,90,8.8,0
SGDQ,2019,Crash Bandicoot: N. Sane Trilogy,0,0,1,1,Vicarious Visions,Activision,2017,PlayStation 4,PS4,8,80,7.7,0
SGDQ,2019,Punch-Out!! (Arcade),0,0,1,1,Nintendo R&D3,Nintendo,1984,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2019,Punch-Out!! (Wii),0,0,1,1,Next Level Games,Nintendo,2009,Wii,Wii,7,86,8.6,0
SGDQ,2019,Pokemon Crystal,0,0,1,1,Game Freak,Nintendo,2000,Game Boy Color,Game Boy Color,5,N/A,N/A,0
SGDQ,2019,The Legend of Zelda Randomizer,0,0,1,0,Fan-made,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SGDQ,2019,Deltarune,1,0,1,1,Toby Fox,Toby Fox,2018,"Windows, macOS",PC,Various,N/A,N/A,1
SGDQ,2019,Super Mario Sunshine,0,0,0,0,Nintendo EAD,Nintendo,2002,GameCube,GameCube,6,92,8.3,0
SGDQ,2019,Resident Evil 2,0,0,1,1,Capcom,Capcom,1998,PlayStation,PlayStation,5,89,9,0
SGDQ,2019,Silent Hill 3,0,0,0,0,Konami,Konami,2003,PlayStation 2,PS2,6,85,8.8,0
SGDQ,2019,Sonic Adventure DX: Director's Cut,0,0,0,0,Sonic Team,Sega,2003,"GameCube, Windows","GameCube, PC",6,57,7.4,1
SGDQ,2019,Divekick,0,0,1,1,Iron Galaxy Studios,Iron Galaxy Studios,2013,"PlayStation 3, PlayStation Vita, Windows","PS3, PlayStation Vita, PC",7,69,7,1
SGDQ,2019,We Love Katamari,0,0,1,1,Namco,Namco,2005,PlayStation 2,PS2,6,86,8.9,0
SGDQ,2019,Shrek Extra Large,0,0,0,0,Digital Illusions CE,TDK Mediactive,2002,GameCube,GameCube,6,32,5,0
SGDQ,2019,Mort the Chicken,0,0,1,1,AndNow,Crave Entertainment,2000,PlayStation,PlayStation,5,49,6.8,0
SGDQ,2019,Catlateral Damage,0,0,1,0,Chris Chung,Chris Chung,2015,"Windows, macOS, Linux",PC,Various,53,5.8,1
SGDQ,2019,Hylics,0,0,0,0,Mason Lindroth,Mason Lindroth,2015,Windows,PC,Various,N/A,N/A,1
SGDQ,2019,Laffy Taffy 3D Pyramid Challenge,0,0,0,0,Digital Eclipse,Nestlé,2001,Windows,PC,Various,N/A,N/A,1
SGDQ,2019,Glover,0,0,0,0,Interactive Studios,Hasbro Interactive,1998,Nintendo 64,N64,5,70,7.5,0
SGDQ,2019,Castlevania (DOS),0,0,0,0,Distinctive Software,Konami,1990,DOS,PC,Various,N/A,N/A,1
SGDQ,2019,Last Action Hero,0,0,0,0,Bits Studios,Sony Imagesoft,1993,"NES, SNES, Genesis, Game Boy","NES, SNES, Sega Genesis, Game Boy",3,N/A,N/A,0
SGDQ,2019,Splatterhouse: Wanpaku Graffiti,0,0,0,0,Now Production,Namco,1989,Famicom,NES,3,N/A,N/A,0
SGDQ,2019,Sylvester and Tweety in Cagey Capers,0,0,0,0,Alexandria,Time Warner Interactive,1994,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2019,Boogerman: A Pick and Flick Adventure,0,0,0,0,Interplay,Interplay,1994,"Sega Genesis, SNES","Sega Genesis, SNES",4,N/A,N/A,0
SGDQ,2019,T.R.A.G.: Tactical Rescue Assault Group,0,0,0,0,Sunsoft,Sunsoft,1998,PlayStation,PlayStation,5,N/A,N/A,0
SGDQ,2019,Clustertruck,0,0,0,0,Landfall Games,tinyBuild,2016,"Windows, macOS, Linux",PC,Various,74,7.5,1
SGDQ,2019,Lethal League Blaze,0,0,1,0,Team Reptile,Team Reptile,2018,Windows,PC,Various,82,8.2,1
SGDQ,2019,Nex Machina,0,0,0,0,Housemarque,Housemarque,2017,"PlayStation 4, Windows","PS4, PC",8,88,8.1,1
SGDQ,2019,Furi,0,0,0,0,The Game Bakers,The Game Bakers,2016,"PlayStation 4, Windows","PS4, PC",8,78,7.7,1
SGDQ,2019,Nuclear Throne,0,0,1,1,Vlambeer,Vlambeer,2015,"Windows, macOS, Linux",PC,Various,88,8,1
SGDQ,2019,Command & Conquer: Red Alert 3,0,0,1,1,Electronic Arts Los Angeles,Electronic Arts,2008,"Windows, Xbox 360, PlayStation 3","PC, Xbox 360, PS3",7,82,7.8,1
SGDQ,2019,StarCraft Remastered,1,0,1,1,Blizzard Entertainment,Blizzard Entertainment,2017,"Windows, macOS",PC,Various,85,7.5,1
SGDQ,2019,The Legend of Zelda: A Link Between Worlds,0,0,1,0,Nintendo EAD,Nintendo,2013,Nintendo 3DS,Nintendo 3DS,7,91,9,0
SGDQ,2019,Dark Souls II,0,0,1,0,FromSoftware,Bandai Namco Games,2014,"PlayStation 3, Xbox 360, Windows","PS3, Xbox 360, PC",7,91,8.1,1
SGDQ,2019,Dead Rising,0,0,0,0,Capcom,Capcom,2006,Xbox 360,Xbox 360,7,85,8.1,0
SGDQ,2019,Remnants of Naezith,0,0,1,1,Tolga Ay,Tolga Ay,2018,"Windows, macOS, Linux",PC,Various,N/A,N/A,1
SGDQ,2019,Looney Tunes,0,0,0,0,Sunsoft,Sunsoft,1992,Game Boy,Game Boy,3,N/A,N/A,0
SGDQ,2019,Rhino Rumble,0,0,0,0,Bit Managers,Telegames,2002,Game Boy Color,Game Boy Color,5,N/A,N/A,0
SGDQ,2019,Jumper: Griffin's Story,0,0,0,0,Red Tribe,Brash Entertainment,2008,"PlayStation 2, Wii, Xbox 360","PS2, Wii, Xbox 360",6,29,3.5,0
SGDQ,2019,Aero the Acro-Bat 2,0,0,0,0,Iguana Entertainment,Sunsoft,1994,"Sega Genesis, SNES","Sega Genesis, SNES",4,N/A,N/A,0
SGDQ,2019,Super Bomberman 2,0,0,0,0,Produce!,Hudson Soft,1994,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2019,Metal Slug X,0,0,0,0,SNK,SNK,1999,"Arcade, Neo Geo","Arcade, Neo Geo",4,N/A,N/A,0
SGDQ,2019,Metal Slug 3,0,0,0,0,SNK,SNK,2000,"Arcade, Neo Geo","Arcade, Neo Geo",4,N/A,N/A,0
SGDQ,2019,Gauntlet,0,0,0,0,Atari Games,Atari Games,1985,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2019,Chip 'N Dale: Rescue Rangers,0,0,0,0,Capcom,Capcom,1990,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2019,Teenage Mutant Ninja Turtles IV: Turtles In Time,0,0,0,0,Konami,Konami,1992,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2019,Ristar,0,0,0,0,Sonic Team,Sega,1995,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2019,Sonic 3D Blast,0,0,0,0,Traveller's Tales,Sega,1996,"Sega Genesis, Sega Saturn","Sega Genesis, Sega Saturn",4,N/A,N/A,0
SGDQ,2019,Cave Story,0,0,1,1,Studio Pixel,Studio Pixel,2004,Windows,PC,Various,N/A,N/A,1
SGDQ,2019,Koumajou Densetsu II: Yougen no Chingonka,0,0,0,0,Frontier Aja,Frontier Aja,2010,Windows,PC,Various,N/A,N/A,1
SGDQ,2019,Fire Emblem Fates,0,0,1,0,Intelligent Systems,Nintendo,2015,Nintendo 3DS,Nintendo 3DS,7,87,8.6,0
SGDQ,2019,Kingdom Hearts III,0,0,1,1,Square Enix,Square Enix,2019,"PlayStation 4, Xbox One","PS4, Xbox One",8,83,8,0
SGDQ,2019,Super Mario World (Blind),0,0,0,0,Nintendo,Nintendo,1990,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2019,Super Mario Bros. 3,1,0,1,1,Nintendo,Nintendo,1988,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2019,Invictus,0,0,1,1,Fan-made,N/A,2019,N/A,N/A,N/A,N/A,N/A,N/A
SGDQ,2019,Grand Poo World 2,0,0,1,1,Fan-made,N/A,2019,N/A,N/A,N/A,N/A,N/A,N/A
SGDQ,2019,Banjo-Kazooie,0,0,0,0,Rare,Nintendo,1998,Nintendo 64,N64,5,92,9,0
SGDQ,2019,Mario Kart: Double Dash!!,0,0,0,0,Nintendo EAD,Nintendo,2003,GameCube,GameCube,6,87,8.9,0
SGDQ,2019,Super Mario Galaxy 2,0,0,1,1,Nintendo EAD Tokyo,Nintendo,2010,Wii,Wii,7,97,9.1,0
SGDQ,2019,Pac-Man World,0,0,0,0,Namco,Namco,1999,PlayStation,PlayStation,5,N/A,N/A,0
SGDQ,2019,Sly Cooper and the Thievius Raccoonus,0,0,1,1,Sucker Punch Productions,Sony Computer Entertainment,2002,PlayStation 2,PS2,6,86,8.8,0
SGDQ,2019,Star Fox 64,0,0,1,1,Nintendo EAD,Nintendo,1997,Nintendo 64,N64,5,88,8.9,0
SGDQ,2019,Diablo 2: Lord Of Destruction,0,0,1,1,Blizzard North,Blizzard Entertainment,2001,"Windows, macOS",PC,Various,87,8.8,1
SGDQ,2019,Quake,0,0,0,0,id Software,GT Interactive,1996,Windows,PC,Various,94,8.9,1
SGDQ,2019,Half-Life,0,0,0,0,Valve Corporation,Sierra Studios,1998,Windows,PC,Various,96,9.1,1
SGDQ,2019,Half-Life 2,0,0,0,0,Valve Corporation,Valve Corporation,2004,Windows,PC,Various,96,9.2,1
SGDQ,2019,Hyper Light Drifter,0,0,0,0,Heart Machine,Heart Machine,2016,"Windows, macOS, Linux",PC,Various,84,7.9,1
SGDQ,2019,Minecraft,0,0,0,0,Mojang,Mojang,2011,"Windows, macOS, Linux",PC,Various,93,8.7,1
SGDQ,2019,Octopath Traveler,0,0,1,1,Square Enix,Square Enix,2018,Nintendo Switch,Switch,9,83,8.4,0
SGDQ,2019,Rockman 4 Minus Infinity,0,0,0,0,Puresabe,N/A,2014,Nintendo Entertainment System,NES,3,N/A,N/A,N/A
SGDQ,2019,Mega Man 2,0,0,0,0,Capcom,Capcom,1988,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2019,Mega Man 3,0,0,0,0,Capcom,Capcom,1990,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2019,Mega Man 11,0,0,0,0,Capcom,Capcom,2018,"PlayStation 4, Xbox One, Nintendo Switch, Windows","PS4, Xbox One, Switch, PC",8,79,7.8,1
SGDQ,2019,Tetris Effect,0,0,0,0,"Monstars, Resonair",Enhance,2018,PlayStation 4,PS4,8,89,8.2,0
SGDQ,2019,TASBot plays Tetris,0,1,0,0,Alexey Pajitnov,Various,1984,Electronika 60,PC,Various,N/A,N/A,0
SGDQ,2019,TASBot plays Mario Kart Wii,0,1,0,0,Nintendo EAD,Nintendo,2008,Wii,Wii,7,82,8.9,0
SGDQ,2019,TASbot Plays Celeste,1,1,1,1,Maddy Makes Games,Maddy Makes Games,2018,"PlayStation 4, Xbox One, Nintendo Switch, Windows","PS4, Xbox One, Switch, PC",8,94,8.5,1
SGDQ,2019,Dark Souls,0,0,1,1,FromSoftware,Bandai Namco Games,2011,"PlayStation 3, Xbox 360","PS3, Xbox 360",7,89,8.7,0
SGDQ,2019,The Legend of Zelda: Breath of the Wild,0,0,0,0,Nintendo EPD,Nintendo,2017,"Nintendo Switch, Wii U","Switch, Wii U",8,97,8.7,0
SGDQ,2019,The Legend of Zelda: Majora's Mask,0,0,1,0,Nintendo EAD,Nintendo,2000,Nintendo 64,N64,5,95,9.1,0
SGDQ,2019,Bomberman 64: The Second Attack,0,0,0,0,Hudson Soft,Vatical Entertainment,2000,Nintendo 64,N64,5,N/A,N/A,0
SGDQ,2019,Cannon Spike,0,0,0,0,Psikyo,Capcom,2000,Dreamcast,Dreamcast,6,N/A,N/A,0
SGDQ,2019,Lara Croft Tomb Raider: Legend,0,0,0,0,Crystal Dynamics,Eidos Interactive,2006,"PlayStation 2, Xbox, Windows","PS2, Xbox, PC",6,82,7.8,1
SGDQ,2019,Transistor,0,0,1,1,Supergiant Games,Supergiant Games,2014,"PlayStation 4, Windows","PS4, PC",8,83,8,1
SGDQ,2019,The Elder Scrolls V: Skyrim,0,0,1,1,Bethesda Game Studios,Bethesda Softworks,2011,"PlayStation 3, Xbox 360, Windows","PS3, Xbox 360, PC",7,94,8.4,1
SGDQ,2019,"Pokemon: Let's Go, Pikachu!/Eevee!",0,0,1,1,Game Freak,Nintendo,2018,Nintendo Switch,Switch,9,79,6.8,0
SGDQ,2019,Super Mario World,0,0,0,0,Nintendo EAD,Nintendo,1990,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2019,The Legend of Zelda: Ocarina of Time,1,0,1,1,Nintendo EAD,Nintendo,1998,Nintendo 64,N64,5,99,9.1,0
SGDQ,2019,Link to the Past + Super Metroid Combo Randomizer,0,0,1,0,Nintendo EAD,Nintendo,1991,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2019,Chrono Trigger,0,0,1,1,Square,Square,1995,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
AGDQ,2019,Hollow Knight,0,0,1,1,Team Cherry,Team Cherry,2017,PC,PC,Various,87,9,1
AGDQ,2019,Kirby & The Amazing Mirror,0,0,0,0,HAL Laboratory,Nintendo,2004,Game Boy Advance,Game Boy Advance,6,80,8.5,0
AGDQ,2019,Donkey Kong Country,0,0,0,0,Rare,Nintendo,1994,SNES,SNES,4,90,8.8,0
AGDQ,2019,Mario Kart DS,0,0,0,0,Nintendo EAD,Nintendo,2005,Nintendo DS,Nintendo DS,6,91,8.8,0
AGDQ,2019,Serious Sam Classic: The First Encounter,0,0,1,1,Croteam,Gathering of Developers,2001,PC,PC,Various,83,8.5,1
AGDQ,2019,Mega Man Zero 2,0,0,0,0,Inti Creates,Capcom,2003,Game Boy Advance,Game Boy Advance,6,82,8.4,0
AGDQ,2019,The Legend of Zelda: Majora's Mask,0,0,1,0,Nintendo EAD,Nintendo,2000,Nintendo 64,N64,5,95,9.1,0
AGDQ,2019,Portal,0,0,0,0,Valve,Valve,2007,"PC, Xbox 360, PS3","PC, Xbox 360, PS3",7,90,9,1
AGDQ,2019,Metal Gear Solid 2: Sons of Liberty,0,0,0,0,Konami,Konami,2001,PS2,PS2,6,96,8.8,0
AGDQ,2019,Shadow of the Colossus (2018),0,0,0,0,Bluepoint Games,Sony Interactive Entertainment,2018,PS4,PS4,8,91,8.9,0
AGDQ,2019,God of War II,0,0,1,0,Santa Monica Studio,Sony Computer Entertainment,2007,PS2,PS2,6,93,9,0
AGDQ,2019,Bomberman 64,0,0,0,0,Hudson Soft,Nintendo,1997,Nintendo 64,N64,5,77,8,0
AGDQ,2019,Fe,0,0,0,0,Zoink,Electronic Arts,2018,"PC, PS4, Xbox One, Switch","PC, PS4, Xbox One, Switch",8,73,7,1
AGDQ,2019,Spike Hike,0,0,0,0,CasePortman,CasePortman,2018,PC,PC,Various,N/A,N/A,1
AGDQ,2019,Cat Bird,0,0,1,0,Raiyumi,Raiyumi,2017,"iOS, Android",Mobile,Various,N/A,N/A,0
AGDQ,2019,CometStriker,0,0,1,0,Iced Lizard Games LLC,Iced Lizard Games LLC,2018,PC,PC,Various,N/A,N/A,1
AGDQ,2019,Khimera: Destroy All Monster Girls,0,0,1,1,Suits & Sandals,Suits & Sandals,2016,PC,PC,Various,N/A,N/A,1
AGDQ,2019,Another World: 20th Anniversary Edition,0,0,0,0,Eric Chahi,The Digital Lounge,2011,"PC, iOS",PC,Various,N/A,N/A,1
AGDQ,2019,Monster World IV,0,0,0,0,Westone Bit Entertainment,Sega,1994,Mega Drive,Sega Genesis,4,N/A,N/A,0
AGDQ,2019,Mega Turrican,0,0,0,0,Factor 5,Data East,1994,Sega Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2019,Ecco: The Tides of Time,0,0,0,0,Novotrade International,Sega,1994,Sega Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2019,Vectorman,0,0,0,0,BlueSky Software,Sega,1995,Sega Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2019,Generations Lost,0,0,0,0,Pacific Softscape,Time Warner Interactive,1994,Sega Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2019,Bloody Wolf,0,0,1,0,Data East,Data East,1988,Arcade,Arcade,Various,N/A,N/A,0
AGDQ,2019,Earthworm Jim 2,0,0,0,0,Shiny Entertainment,Playmates Interactive Entertainment,1995,"SNES, Sega Genesis","SNES, Sega Genesis",4,N/A,N/A,0
AGDQ,2019,Pocky & Rocky,0,0,0,0,Natsume,Natsume,1992,SNES,SNES,4,N/A,N/A,0
AGDQ,2019,Super Ghouls 'N Ghosts,0,0,0,0,Capcom,Capcom,1991,SNES,SNES,4,N/A,N/A,0
AGDQ,2019,ActRaiser 2,0,0,0,0,Quintet,Enix,1993,SNES,SNES,4,N/A,N/A,0
AGDQ,2019,Castlevania: Symphony of the Night,0,0,0,0,Konami,Konami,1997,PlayStation,PlayStation,5,93,9.1,0
AGDQ,2019,Castlevania: Aria of Sorrow,0,0,1,0,Konami,Konami,2003,Game Boy Advance,Game Boy Advance,6,91,8.9,0
AGDQ,2019,Castlevania Chronicles,0,0,0,0,Konami,Konami,2001,PlayStation,PlayStation,5,74,8,0
AGDQ,2019,Castlevania II: Simon's Quest,0,0,0,0,Konami,Konami,1987,NES,NES,3,N/A,N/A,0
AGDQ,2019,Castlevania III: Dracula's Curse,1,0,1,1,Konami,Konami,1989,NES,NES,3,N/A,N/A,0
AGDQ,2019,Bloodstained: Curse of the Moon,0,0,1,1,Inti Creates,Inti Creates,2018,"3DS, Switch, PS4, Vita, PC","3DS, Switch, PS4, Vita, PC",8,80,8,1
AGDQ,2019,Donkey Kong Country: Tropical Freeze,0,0,0,0,Retro Studios,Nintendo,2014,Wii U,Wii U,8,83,8.6,0
AGDQ,2019,Jak 3,0,0,1,1,Naughty Dog,Sony Computer Entertainment,2004,PS2,PS2,6,84,8.8,0
AGDQ,2019,Crash Bandicoot: N. Sane Trilogy,0,0,0,0,Vicarious Visions,Activision,2017,PS4,PS4,8,80,8.5,0
AGDQ,2019,Splatoon 2: Octo Expansion,0,0,1,1,Nintendo,Nintendo,2018,Switch,Switch,9,83,8.5,0
AGDQ,2019,Resident Evil,0,0,1,0,Capcom,Capcom,1996,PlayStation,PlayStation,5,91,9,0
AGDQ,2019,Silent Hill 2,0,0,1,1,Konami,Konami,2001,PS2,PS2,6,89,9,0
AGDQ,2019,Tomb Raider II,0,0,1,1,Core Design,Eidos Interactive,1997,PlayStation,PlayStation,5,85,8.5,0
AGDQ,2019,Tomb Raider : The Angel of Darkness,0,0,0,0,Core Design,Eidos Interactive,2003,PS2,PS2,6,52,5,0
AGDQ,2019,NieR: Automata,0,0,1,1,PlatinumGames,Square Enix,2017,PS4,PS4,8,88,8.9,0
AGDQ,2019,The Battle of Olympus,0,0,1,0,Infinity,Brøderbund,1988,NES,NES,3,N/A,N/A,0
AGDQ,2019,Vice: Project Doom,0,0,0,0,Aicom,Sammy,1991,NES,NES,3,N/A,N/A,0
AGDQ,2019,Chip 'n Dale: Rescue Rangers 2,0,0,0,0,Capcom,Capcom,1993,NES,NES,3,N/A,N/A,0
AGDQ,2019,Yume Kojo: Doki Doki Panic!,0,0,0,0,Nintendo,Nintendo,1987,Famicom Disk System,NES,3,N/A,N/A,0
AGDQ,2019,Rayman 2: The Great Escape,0,0,1,1,Ubisoft,Ubisoft,1999,N64,N64,5,90,8.8,0
AGDQ,2019,Bastion,0,0,1,1,Supergiant Games,Warner Bros. Interactive Entertainment,2011,XBLA,Xbox,6,86,8.5,0
AGDQ,2019,Momodora: Reverie Under the Moonlight,0,0,1,1,Bombservice,Playism,2016,PC,PC,Various,82,8,1
AGDQ,2019,Sonic Forces,0,0,1,1,Sonic Team,Sega,2017,"PS4, Xbox One, Switch, PC","PS4, Xbox One, Switch, PC",8,57,6,1
AGDQ,2019,Sonic Mania Plus,1,0,1,1,Christian Whitehead,Sega,2018,"PS4, Xbox One, Switch, PC","PS4, Xbox One, Switch, PC",8,91,8.8,1
AGDQ,2019,Sanic Ball,0,0,1,0,BK-TN,BK-TN,2014,PC,PC,Various,N/A,N/A,1
AGDQ,2019,Sonic The Hedgehog 1,0,0,0,0,Sonic Team,Sega,1991,Sega Genesis,Sega Genesis,4,N/A,N/A,0
AGDQ,2019,Sonic Rush,0,0,1,0,Dimps,Sega,2005,Nintendo DS,Nintendo DS,6,82,8,0
AGDQ,2019,Mario Kart 64,0,0,0,0,Nintendo EAD,Nintendo,1996,N64,N64,5,83,8.5,0
AGDQ,2019,Super Mario Bros. 3mix,0,0,0,0,Southbird,Southbird,2014,NES (ROM hack),NES,3,N/A,N/A,0
AGDQ,2019,Super Mario RPG: Legend of the Seven Stars,0,0,1,1,Square,Nintendo,1996,SNES,SNES,4,89,8.8,0
AGDQ,2019,Trauma Center: Under The Knife 2,0,0,1,0,Atlus,Atlus,2008,Nintendo DS,Nintendo DS,6,82,8,0
AGDQ,2019,Medal of Honor: Airborne,0,0,0,0,EA Los Angeles,Electronic Arts,2007,"PS3, Xbox 360, PC","PS3, Xbox 360, PC",7,73,7.5,1
AGDQ,2019,Tony Hawk's Pro Skater 2X,0,0,1,0,Treyarch,Activision,2001,Xbox,Xbox,6,N/A,N/A,0
AGDQ,2019,The Elder Scrolls III: Morrowind,0,0,1,0,Bethesda Game Studios,Bethesda Softworks,2002,"PC, Xbox","PC, Xbox",6,89,8.9,1
AGDQ,2019,Michael Jackson's Moonwalker,0,0,0,0,Sega,Sega,1990,"Arcade, Sega Genesis","Arcade, Sega Genesis",4,N/A,N/A,0
AGDQ,2019,The Magical Quest Starring Mickey Mouse,0,0,0,0,Capcom,Capcom,1992,SNES,SNES,4,N/A,N/A,0
AGDQ,2019,Puzzle Bobble,0,0,0,0,Taito,Taito,1994,Arcade,Arcade,Various,N/A,N/A,0
AGDQ,2019,Guacamelee! 2,0,0,1,0,DrinkBox Studios,DrinkBox Studios,2018,"PS4, PC","PS4, PC",8,84,8,1
AGDQ,2019,Light Fall,0,0,0,0,Bishop Games,Bishop Games,2018,"PC, Switch","PC, Switch",9,75,7.5,1
AGDQ,2019,Semblance,0,0,1,1,Nyamakop,Good Shepherd Entertainment,2018,"PC, Switch","PC, Switch",9,74,7,1
AGDQ,2019,N++,0,0,0,0,Metanet Software,Metanet Software,2015,PS4,PS4,8,81,7.8,0
AGDQ,2019,Warcraft III: Reign of Chaos,0,0,0,0,Blizzard Entertainment,Blizzard Entertainment,2002,PC,PC,Various,92,9,1
AGDQ,2019,TimeSplitters 2,0,0,0,0,Free Radical Design,Eidos Interactive,2002,"PS2, Xbox, GameCube","PS2, Xbox, GameCube",6,90,8.8,0
AGDQ,2019,Halo: Reach,0,0,0,0,Bungie,Microsoft Game Studios,2010,Xbox 360,Xbox 360,7,91,8.7,0
AGDQ,2019,The Legend of Zelda: Twilight Princess,0,0,0,0,Nintendo EAD,Nintendo,2006,"GameCube, Wii","GameCube, Wii",6,95,9.1,0
AGDQ,2019,Octopath Traveler,1,0,1,1,Square Enix,Square Enix,2018,Switch,Switch,9,83,8.4,0
AGDQ,2019,Mega Man X 1 - 3 team relay race,0,0,0,0,Capcom,Capcom,1993,SNES,SNES,4,N/A,N/A,0
AGDQ,2019,Mega Man 10,0,0,0,0,"Inti Creates, Capcom",Capcom,2010,"PS3, Xbox 360, Wii","PS3, Xbox 360, Wii",7,79,7.5,0
AGDQ,2019,Mega Man Unlimited,0,0,1,1,MegaPhilX,MegaPhilX,2013,PC,PC,Various,N/A,N/A,1
AGDQ,2019,Mega Man (DOS),0,0,1,0,Hi-Tech Expressions,Hi-Tech Expressions,1990,PC,PC,Various,N/A,N/A,1
AGDQ,2019,Avoid the Noid,0,0,1,1,BlueSky Software,ShareData,1989,PC,PC,Various,N/A,N/A,1
AGDQ,2019,Virtual Hydlide,0,0,1,1,T&E Soft,Sega,1995,Sega Saturn,Sega Saturn,5,N/A,N/A,0
AGDQ,2019,Urban Yeti!,0,0,0,0,Cave Barn Studios,Telegames,2002,Game Boy Advance,Game Boy Advance,6,N/A,N/A,0
AGDQ,2019,Gordo 106,0,0,0,0,Tenth Planet Software,Atari Corporation,1993,Atari Lynx,Atari Lynx,4,N/A,N/A,0
AGDQ,2019,Mohawk & Headphone Jack,0,0,1,1,Solid Software,THQ,1996,SNES,SNES,4,N/A,N/A,0
